stock_id,name,chip_trend_days,chip_concentration_threshold,chip_latest_date,chip_available_days,chip_concentration_pct,chip_concentration_pct_t0,chip_concentration_pct_t1,chip_concentration_pct_t2,chip_date_t0,chip_date_t1,chip_date_t2,chip_concentration_score,main_force_net,main_force_net_t0,main_force_net_t1,main_force_net_t2,main_force_score,broker_diff,broker_diff_t0,broker_diff_t1,broker_diff_t2,broker_diff_score,chip_signal_state,chip_signal_text,chips_updated_at,chips_status,chips_reason,finmind_token_status,finmind_token_source,finmind_token_masked,finmind_user_count,finmind_api_request_limit,finmind_remain,finmind_usage_checked_at
3443,創意,3,15.0,2026-06-10,3,1.21,1.21,0.37,0.21,2026-06-10,2026-06-09,2026-06-08,0.0,-65320,-65320,-13299,-7843,-1.0,186,186,102,178,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:23:13,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:23:27
3450,聯鈞,3,15.0,2026-06-10,3,0.6,0.6,5.73,1.62,2026-06-10,2026-06-09,2026-06-08,0.0,-240389,-240389,763440,202182,0.5,23,23,-99,103,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:23:15,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:23:30
3481,群創,3,15.0,2026-06-10,3,0.07,0.07,0.42,3.85,2026-06-10,2026-06-09,2026-06-08,0.0,-192105,-192105,1034844,-6843452,-0.5,4,4,0,8,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:23:20,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:23:41
3491,昇達科,3,15.0,2026-06-10,3,1.29,1.29,3.58,3.48,2026-06-10,2026-06-09,2026-06-08,0.0,-71842,-71842,-264035,-64761,-1.0,175,175,196,249,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:23:22,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:23:35
3529,力旺,3,15.0,2026-06-10,3,2.38,2.38,0.44,6.71,2026-06-10,2026-06-09,2026-06-08,0.0,-22407,-22407,6424,118878,0.5,332,332,332,286,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:23:24,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:23:36
3563,牧德,3,15.0,2026-06-10,3,3.53,3.53,9.39,0.32,2026-06-10,2026-06-09,2026-06-08,0.0,-89000,-89000,-145244,-5000,-1.0,277,277,241,259,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:23:26,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:23:38
3583,辛耘,3,15.0,2026-06-10,3,0.57,0.57,2.17,0.78,2026-06-10,2026-06-09,2026-06-08,0.0,29523,29523,87679,26000,1.0,224,224,-11,177,0.5,bullish_distributed,主力連3買但買賣家數差偏正，可能偏分散,2026-06-10 10:23:27,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:23:40
3587,閎康,3,15.0,2026-06-10,3,2.0,2.0,0.79,6.66,2026-06-10,2026-06-09,2026-06-08,0.0,-42085,-42085,-18035,-210388,-1.0,181,181,60,171,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:23:30,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:23:41
3605,宏致,3,15.0,2026-06-10,3,1.0,1.0,1.01,0.84,2026-06-10,2026-06-09,2026-06-08,0.0,-43894,-43894,-33915,-44900,-1.0,133,133,72,76,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:23:35,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:23:47
3645,達邁,3,15.0,2026-06-10,3,0.21,0.21,1.85,4.38,2026-06-10,2026-06-09,2026-06-08,0.0,-24380,-24380,-96764,-333320,-1.0,100,100,70,116,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:23:36,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:23:48
3653,健策,3,15.0,2026-06-10,3,1.87,1.87,1.47,0.45,2026-06-10,2026-06-09,2026-06-08,0.0,-80629,-80629,66289,19459,0.5,-18,-18,-53,29,-0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:23:38,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:23:51
3661,世芯-KY,3,15.0,2026-06-10,3,0.31,0.31,1.67,0.39,2026-06-10,2026-06-09,2026-06-08,0.0,-8778,-8778,-37205,11742,-0.5,199,199,137,160,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:23:40,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:23:54
3665,貿聯-KY,3,15.0,2026-06-09,3,0.35,0.35,2.68,2.04,2026-06-09,2026-06-08,2026-06-05,0.0,-17752,-17752,-182431,111932,-0.5,138,138,222,-7,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:23:41,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:23:54
3680,家登,3,15.0,2026-06-10,3,0.03,0.03,0.27,1.22,2026-06-10,2026-06-09,2026-06-08,0.0,1011,1011,-8433,-43517,-0.5,159,159,59,207,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:23:41,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:23:53
3701,大眾控,3,15.0,2026-06-10,3,5.21,5.21,5.18,0.51,2026-06-10,2026-06-09,2026-06-08,0.0,-191000,-191000,-90852,-16000,-1.0,186,186,74,75,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:23:47,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:23:58
3711,日月光投控,3,15.0,2026-06-10,3,0.86,0.86,0.64,0.34,2026-06-10,2026-06-09,2026-06-08,0.0,-338548,-338548,-232084,180235,-0.5,68,68,7,34,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:23:48,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:04
3715,定穎投控,3,15.0,2026-06-10,3,1.76,1.76,4.55,0.61,2026-06-10,2026-06-09,2026-06-08,0.0,-409747,-409747,1463308,-100317,-0.5,114,114,-44,84,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:23:51,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:05
4746,台耀,3,15.0,2026-06-10,3,5.08,5.08,4.56,0.42,2026-06-10,2026-06-09,2026-06-08,0.0,-63000,-63000,-62484,7214,-0.5,42,42,31,15,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:23:53,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:02
4749,新應材,3,15.0,2026-06-10,3,2.65,2.65,0.94,4.33,2026-06-10,2026-06-09,2026-06-08,0.0,-90009,-90009,24880,-164954,-0.5,264,264,52,264,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:23:54,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:06
4772,台特化,3,15.0,2026-06-10,3,1.69,1.69,8.97,5.81,2026-06-10,2026-06-09,2026-06-08,0.0,-49133,-49133,-203209,-225000,-1.0,242,242,231,217,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:23:54,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:06
4958,臻鼎-KY,3,15.0,2026-06-10,3,0.63,0.63,2.06,1.0,2026-06-10,2026-06-09,2026-06-08,0.0,159120,159120,459321,215057,1.0,34,34,2,26,1.0,bullish_distributed,主力連3買但買賣家數差偏正，可能偏分散,2026-06-10 10:23:58,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:14
4971,IET-KY,3,15.0,2026-06-10,3,1.78,1.78,0.94,0.64,2026-06-10,2026-06-09,2026-06-08,0.0,-78852,-78852,29167,15199,0.5,144,144,51,220,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:24:03,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:13
4977,眾達-KY,3,15.0,2026-06-10,3,0.1,0.1,0.45,18.56,2026-06-10,2026-06-09,2026-06-08,-0.5,-6187,-6187,33946,-434838,-0.5,107,107,27,335,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:24:04,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:16
4979,華星光,3,15.0,2026-06-10,3,8.58,8.58,1.15,12.72,2026-06-10,2026-06-09,2026-06-08,0.0,-268889,-268889,19886,-203169,-0.5,226,226,89,302,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:24:05,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:17
4991,環宇-KY,3,15.0,2026-06-10,3,0.89,0.89,0.38,0.06,2026-06-10,2026-06-09,2026-06-08,0.0,-95320,-95320,-47125,2815,-0.5,124,124,175,187,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:24:06,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:19
5274,信驊,3,15.0,2026-06-10,3,0.47,0.47,0.86,0.84,2026-06-10,2026-06-09,2026-06-08,0.0,-2004,-2004,4444,6670,0.5,277,277,66,319,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:24:06,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:19
5289,宜鼎,3,15.0,2026-06-10,3,1.83,1.83,6.88,0.5,2026-06-10,2026-06-09,2026-06-08,0.0,-216709,-216709,829668,-43134,-0.5,72,72,-75,60,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:24:13,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:27
5347,世界,3,15.0,2026-06-10,3,4.13,4.13,3.64,0.62,2026-06-10,2026-06-09,2026-06-08,0.0,-2033880,-2033880,-1760444,403891,-0.5,115,115,28,56,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:24:14,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:28
5443,均豪,3,15.0,2026-06-10,3,2.76,2.76,1.43,0.28,2026-06-10,2026-06-09,2026-06-08,0.0,-199513,-199513,-137356,-17644,-1.0,129,129,100,106,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:24:16,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:28
5536,聖暉*,3,15.0,2026-06-10,3,5.95,5.95,2.49,4.49,2026-06-10,2026-06-09,2026-06-08,0.0,143990,143990,55296,143029,1.0,-75,-75,-25,88,-0.5,bullish_distributed,主力連3買但買賣家數差偏正，可能偏分散,2026-06-10 10:24:18,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:29
5871,中租-KY,3,15.0,2026-06-10,3,13.87,13.87,14.61,11.26,2026-06-10,2026-06-09,2026-06-08,0.0,5246604,5246604,5135760,4281858,1.0,-103,-103,-184,17,-0.5,bullish_distributed,主力連3買但買賣家數差偏正，可能偏分散,2026-06-10 10:24:19,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:31
6005,群益證,3,15.0,2026-06-10,3,3.3,3.3,0.43,7.69,2026-06-10,2026-06-09,2026-06-08,0.0,-2120549,-2120549,-316000,-4968868,-1.0,196,196,49,207,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:24:19,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:33
6139,亞翔,3,15.0,2026-06-10,3,1.14,1.14,0.76,18.78,2026-06-10,2026-06-09,2026-06-08,-0.5,137244,137244,-79185,-1719363,-0.5,-21,-21,131,248,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:24:27,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:40
6187,萬潤,3,15.0,2026-06-10,3,1.28,1.28,0.66,1.16,2026-06-10,2026-06-09,2026-06-08,0.0,53700,53700,41829,-44908,0.5,97,97,15,128,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:24:28,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:40
6196,帆宣,3,15.0,2026-06-10,3,0.17,0.17,0.75,1.01,2026-06-10,2026-06-09,2026-06-08,0.0,-12353,-12353,27823,32601,0.5,-16,-16,-110,168,-0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:24:28,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:40
6197,佳必琪,3,15.0,2026-06-10,3,0.84,0.84,0.31,0.43,2026-06-10,2026-06-09,2026-06-08,0.0,131722,131722,58951,62143,1.0,27,27,29,9,1.0,bullish_distributed,主力連3買但買賣家數差偏正，可能偏分散,2026-06-10 10:24:29,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:43
6213,聯茂,3,15.0,2026-06-10,3,2.44,2.44,1.77,0.4,2026-06-10,2026-06-09,2026-06-08,0.0,749651,749651,-338005,-59900,-0.5,-26,-26,21,63,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:24:31,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:45
6217,中探針,3,15.0,2026-06-10,3,1.71,1.71,4.48,21.5,2026-06-10,2026-06-09,2026-06-08,-0.5,-395155,-395155,410175,-637613,-0.5,80,80,-42,322,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:24:33,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:45
6223,旺矽,3,15.0,2026-06-10,3,1.72,1.72,1.82,0.97,2026-06-10,2026-06-09,2026-06-08,0.0,55378,55378,50997,-19661,0.5,-49,-49,-104,233,-0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:24:40,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:54
6243,迅杰,3,15.0,2026-06-10,3,7.75,7.75,6.54,1.4,2026-06-10,2026-06-09,2026-06-08,0.0,-36000,-36000,-23000,-8000,-1.0,59,59,36,45,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:24:40,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:49
6257,矽格,3,15.0,2026-06-10,3,0.46,0.46,1.92,17.84,2026-06-10,2026-06-09,2026-06-08,-0.5,73993,73993,311002,-4115023,0.5,50,50,16,166,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:24:41,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:54
6274,台燿,3,15.0,2026-06-10,3,0.15,0.15,1.41,1.05,2026-06-10,2026-06-09,2026-06-08,0.0,-27835,-27835,-251683,-124389,-1.0,16,16,10,115,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:24:43,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:57
6278,台表科,3,15.0,2026-06-10,3,0.43,0.43,1.65,1.76,2026-06-10,2026-06-09,2026-06-08,0.0,135945,135945,-446700,410191,0.5,99,99,53,64,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:24:45,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:24:59
6282,康舒,3,15.0,2026-06-10,3,0.0,0.0,0.29,3.14,2026-06-10,2026-06-09,2026-06-08,0.0,-612,-612,401302,2831246,0.5,0,0,2,18,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:24:45,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:02
6285,啟碁,3,15.0,2026-06-10,3,0.34,0.34,2.89,0.94,2026-06-10,2026-06-09,2026-06-08,0.0,-113593,-113593,-921871,184439,-0.5,36,36,57,76,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:24:50,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:05
6412,群電,3,15.0,2026-06-10,3,14.68,14.68,11.45,5.4,2026-06-10,2026-06-09,2026-06-08,0.0,-1214000,-1214000,-1834000,-585010,-1.0,237,237,331,110,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:24:54,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:05
6414,樺漢,3,15.0,2026-06-10,3,0.28,0.28,1.4,0.51,2026-06-10,2026-06-09,2026-06-08,0.0,14034,14034,96253,-20182,0.5,15,15,-112,155,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:24:54,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:06
6442,光聖,3,15.0,2026-06-10,3,3.0,3.0,2.92,1.1,2026-06-10,2026-06-09,2026-06-08,0.0,-93350,-93350,64895,25130,0.5,140,140,-195,128,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:24:57,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:10
6451,訊芯-KY,3,15.0,2026-06-10,3,6.84,6.84,1.17,3.18,2026-06-10,2026-06-09,2026-06-08,0.0,-786316,-786316,-153659,-175630,-1.0,150,150,44,256,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:24:59,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:11
6510,精測,3,15.0,2026-06-10,3,1.51,1.51,1.5,1.76,2026-06-10,2026-06-09,2026-06-08,0.0,-28324,-28324,-33919,50063,-0.5,260,260,196,-161,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:25:02,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:13
6515,穎崴,3,15.0,2026-06-10,3,0.59,0.59,0.23,0.58,2026-06-10,2026-06-09,2026-06-08,0.0,2685,2685,1800,-6338,0.5,126,126,132,195,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:25:05,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:19
6526,達發,3,15.0,2026-06-10,3,1.62,1.62,2.55,0.61,2026-06-10,2026-06-09,2026-06-08,0.0,-22688,-22688,-29402,10079,-0.5,168,168,106,209,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:25:06,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:17
6531,愛普*,3,15.0,2026-06-10,3,2.43,2.43,0.25,16.7,2026-06-10,2026-06-09,2026-06-08,-0.5,275011,275011,-29344,-311716,-0.5,81,81,69,345,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:25:06,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:19
6640,均華,3,15.0,2026-06-10,3,2.54,2.54,4.67,0.29,2026-06-10,2026-06-09,2026-06-08,0.0,14833,14833,-51747,-1957,-0.5,131,131,307,229,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:25:10,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:21
6643,M31,3,15.0,2026-06-10,3,0.19,0.19,0.6,11.37,2026-06-10,2026-06-09,2026-06-08,0.0,2966,2966,-9970,-83915,-0.5,216,216,191,376,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:25:11,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:22
6664,群翊,3,15.0,2026-06-10,3,1.33,1.33,4.12,2.48,2026-06-10,2026-06-09,2026-06-08,0.0,-24499,-24499,-53846,-31000,-1.0,178,178,222,221,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:25:13,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:24
6669,緯穎,3,15.0,2026-06-10,3,0.22,0.22,2.22,2.08,2026-06-10,2026-06-09,2026-06-08,0.0,9093,9093,-60692,-80387,-0.5,175,175,74,153,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:25:17,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:31
6672,騰輝電子-KY,3,15.0,2026-06-10,3,0.82,0.82,4.74,1.14,2026-06-10,2026-06-09,2026-06-08,0.0,-100025,-100025,579618,78811,0.5,37,37,-60,64,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:25:19,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:31
6683,雍智科技,3,15.0,2026-06-10,3,1.0,1.0,5.63,1.85,2026-06-10,2026-06-09,2026-06-08,0.0,21270,21270,-162719,36411,0.5,178,178,205,259,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:25:20,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:31
6691,洋基工程,3,15.0,2026-06-10,3,1.0,1.0,1.26,2.12,2026-06-10,2026-06-09,2026-06-08,0.0,19332,19332,-10961,-31124,-0.5,-5,-5,42,275,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:25:22,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:32
6693,廣閎科,3,15.0,2026-06-10,3,0.63,0.63,0.93,1.47,2026-06-10,2026-06-09,2026-06-08,0.0,42020,42020,80060,88221,1.0,56,56,-19,-55,-0.5,bullish_distributed,主力連3買但買賣家數差偏正，可能偏分散,2026-06-10 10:25:22,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:32
6789,采鈺,3,15.0,2026-06-10,3,0.47,0.47,0.81,2.37,2026-06-10,2026-06-09,2026-06-08,0.0,-28769,-28769,-35045,131408,-0.5,172,172,141,150,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:25:25,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:38
6805,富世達,3,15.0,2026-06-10,3,5.28,5.28,0.81,0.14,2026-06-10,2026-06-09,2026-06-08,0.0,-267477,-267477,-27977,-3737,-1.0,371,371,147,144,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:25:31,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:43
6940,格斯科技*,3,15.0,2026-06-10,3,0.09,0.09,1.54,6.5,2026-06-10,2026-06-09,2026-06-08,0.0,-2146,-2146,-22356,-200986,-1.0,-19,-19,15,90,0.5,bearish,主力連3賣，籌碼偏弱,2026-06-10 10:25:32,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:41
7711,永擎,3,15.0,2026-06-10,3,4.59,4.59,2.57,2.15,2026-06-10,2026-06-09,2026-06-08,0.0,-54840,-54840,-20991,-30863,-1.0,174,174,76,172,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:25:32,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:42
7717,萊德光電-KY,3,15.0,2026-06-10,3,20.22,20.22,1.42,6.82,2026-06-10,2026-06-09,2026-06-08,0.5,274029,274029,-12045,-48990,-0.5,-228,-228,131,189,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:25:32,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:42
7728,光焱科技,3,15.0,2026-06-10,3,1.07,1.07,1.13,0.63,2026-06-10,2026-06-09,2026-06-08,0.0,2001,2001,-2000,1000,0.5,50,50,-16,66,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:25:32,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:41
7734,印能科技,3,15.0,2026-06-10,3,10.33,10.33,2.63,0.0,2026-06-10,2026-06-09,2026-06-08,0.0,88944,88944,10756,-10,0.5,-204,-204,137,182,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:25:38,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:49
7769,鴻勁,3,15.0,2026-06-10,3,0.45,0.45,1.53,0.46,2026-06-10,2026-06-09,2026-06-08,0.0,7843,7843,-28740,-8650,-0.5,38,38,262,240,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:25:41,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:54
7792,安葆,3,15.0,2026-06-10,3,7.95,7.95,1.61,12.88,2026-06-10,2026-06-09,2026-06-08,0.0,-23000,-23000,4000,-112000,-0.5,76,76,48,165,1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:25:41,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:50
7828,創新服務,3,15.0,2026-06-10,3,15.85,15.85,0.18,2.22,2026-06-10,2026-06-09,2026-06-08,0.5,134754,134754,-371,8600,0.5,-167,-167,17,67,0.5,neutral,籌碼震盪，方向未定,2026-06-10 10:25:42,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:54
7856,漢測,3,15.0,2026-06-10,3,5.29,5.29,5.08,7.11,2026-06-10,2026-06-09,2026-06-08,0.0,-13755,-13755,-25263,-22483,-1.0,99,99,130,232,1.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-06-10 10:25:43,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:52
7899,景美,3,15.0,2026-06-10,3,3.39,3.39,0.03,0.32,2026-06-10,2026-06-09,2026-06-08,0.0,12981,12981,93,1794,1.0,27,27,39,148,1.0,bullish_distributed,主力連3買但買賣家數差偏正，可能偏分散,2026-06-10 10:25:43,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:25:53
8021,尖點,3,15.0,2026-06-10,3,6.34,6.34,13.71,12.39,2026-06-10,2026-06-09,2026-06-08,0.0,2309769,2309769,2654720,480859,1.0,-35,-35,-123,-10,-1.0,neutral,籌碼震盪，方向未定,2026-06-10 10:25:49,ok,,ok,FINMIND_TOKEN,eyJ0...E3S4,452,6000,5548,2026-06-10 10:26:01
